"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CD63",1.21474407937724e-38,-1.3728871137674,0.244,0.461,1.66590003045795e-34
"TNFAIP2",1.29821763038895e-38,-4.58653593341205,0.007,0.133,1.78037565831541e-34
"PRAM1",1.39095293621595e-38,-3.84156724759741,0.009,0.139,1.90755285672655e-34
"CLEC7A",1.42883550020853e-38,-4.18805373582304,0.009,0.138,1.95950500498598e-34
"SCIMP",4.79955834371114e-38,-3.13222225651355,0.017,0.156,6.58211431256546e-34
"MARCH1",5.3252931887798e-38,-3.72661356971316,0.014,0.148,7.30310707909262e-34
"S100A12",6.73363936765936e-38,-6.77797645493443,0.002,0.117,9.23451302880804e-34
"LY6E",9.9957401518042e-38,-0.833555070728154,0.611,0.734,1.37081580441843e-33
"LILRA3",1.03003179673774e-37,-4.88279903513186,0.006,0.126,1.41258560604614e-33
"PGLS",1.50270411465022e-37,-1.23039336694968,0.197,0.415,2.06080842283131e-33
"RHOB",2.26392468141295e-37,-2.41664181535385,0.052,0.219,3.10474630808972e-33
"RAB31",2.72816884187994e-37,-7.57675279024441,0.001,0.112,3.74141074975415e-33
"IL1B",3.44582458294771e-37,-4.0044246359247,0.017,0.151,4.72560383305449e-33
"GAPT",8.449950887838e-37,-4.53942975821986,0.008,0.129,1.1588262647581e-32
"GAPDH",9.71319020291441e-37,-0.747595882668458,0.853,0.849,1.33206690442768e-32
"CD302",1.35332876389116e-36,-4.16991793159441,0.009,0.13,1.85595506680033e-32
"SYK",2.63907451158203e-36,-3.18489769040672,0.018,0.152,3.6192267851836e-32
"MEF2C",3.04171854035352e-36,-3.66595035949267,0.013,0.139,4.17141280624081e-32
"LINC00936",3.74775994217679e-36,-1.76233609119924,0.183,0.392,5.13967798470125e-32
"CD300E",4.97693623172616e-36,-3.75591184611296,0.007,0.126,6.82537034818926e-32
"YBX3",1.35954191760267e-35,-2.67756329249271,0.035,0.183,1.86447578580031e-31
"EAF2",1.77468609206152e-35,-3.17281308049472,0.029,0.17,2.43380450665317e-31
"STX7",3.48477832768458e-35,-2.36987848434455,0.051,0.209,4.77902499858663e-31
"HSBP1",3.49040497732138e-35,-1.79008704366142,0.08,0.257,4.78674138589854e-31
"SERPINB1",4.12638668013471e-35,-1.24830871630921,0.265,0.481,5.65892669313674e-31
"LAMTOR1",4.40589117599529e-35,-0.960870920021308,0.242,0.461,6.04223915875994e-31
"MSRB1",5.45158072489389e-35,-2.46632744855665,0.038,0.188,7.47629780611948e-31
"TPI1",1.24879055782707e-34,-0.888300453096367,0.422,0.608,1.71259137100404e-30
"CD1D",1.66114984233831e-34,-4.91864869899482,0.004,0.113,2.27810089378276e-30
"SNX2",4.18580785195045e-34,-1.65377091281325,0.125,0.317,5.74041688816484e-30
"PLEK",5.04134972706002e-34,-1.61556351211424,0.086,0.267,6.91370701569011e-30
"LYST",5.1115199326453e-34,-2.08921103139817,0.051,0.209,7.00993843562977e-30
"CD300LF",6.80833696205989e-34,-4.10434256554424,0.008,0.121,9.33695330976893e-30
"ALOX5",9.09661131666428e-34,-2.63378119956648,0.024,0.156,1.24750927596734e-29
"ATP6V0D1",9.12980647248835e-34,-1.69904445256776,0.089,0.27,1.25206165963705e-29
"MTMR11",1.51906602350955e-33,-5.29356097812309,0.003,0.107,2.08324714464099e-29
"RHOG",2.29868479467824e-33,-1.10706989237584,0.296,0.5,3.15241632742173e-29
"OSCAR",2.7383987568445e-33,-4.84308158970503,0.005,0.112,3.75544005513654e-29
"OAZ2",2.93117397627936e-33,-1.93299184472621,0.082,0.257,4.01981199106952e-29
"BST2",4.49465752690754e-33,-1.03072060100634,0.351,0.562,6.16397333240099e-29
"PTPN6",4.59954458006707e-33,-1.38065152229431,0.2,0.405,6.30781543710399e-29
"CARD16",5.70844576705354e-33,-1.32220274325947,0.191,0.396,7.82856252493722e-29
"THEMIS2",6.01408603379188e-33,-2.17267659448688,0.047,0.197,8.24771758674218e-29
"ABI3",1.11040812968949e-32,-1.86050643308593,0.094,0.272,1.52281370905616e-28
"CD40",1.49110665937198e-32,-3.81734144000337,0.009,0.12,2.04490367266273e-28
"HES4",2.07903181360602e-32,-4.43092250664038,0.006,0.111,2.8511842291793e-28
"C20orf24",2.81889830115813e-32,-1.23223302319799,0.214,0.42,3.86583713020827e-28
"DUSP6",3.14693495682169e-32,-2.46040413054529,0.03,0.165,4.31570659978526e-28
"FCER2",5.19262287804586e-32,-4.91178300145337,0.008,0.114,7.1211630149521e-28
"SCO2",5.64323208993202e-32,-1.97741627564621,0.06,0.218,7.73912848813277e-28
"CD86",7.0857018591695e-32,-3.89345029128629,0.007,0.113,9.71733152966505e-28
"SIGLEC10",1.1504061125961e-31,-3.90263671040181,0.009,0.116,1.57766694281428e-27
"LILRB4",1.53919828119753e-31,-4.15452250633174,0.005,0.107,2.11085652283429e-27
"SNX10",1.62244191984558e-31,-2.52512227999641,0.034,0.169,2.22501684887623e-27
"BANK1",1.68745862570749e-31,-2.86012345671302,0.034,0.165,2.31418075929525e-27
"CSTA",4.9941585210418e-31,-5.96205419659239,0.001,0.095,6.84898899575672e-27
"FCGR1A",8.4395845257976e-31,-6.40731257987139,0.001,0.095,1.15740462186788e-26
"SUPT4H1",1.04756048995095e-30,-1.23971599442691,0.196,0.395,1.43662445591873e-26
"ARHGEF40",1.3015732308185e-30,-4.06221885689172,0.008,0.111,1.78497752874449e-26
"BRK1",1.56759337628113e-30,-0.700878882000496,0.471,0.647,2.14979755623194e-26
"CAMK1",1.60529540336333e-30,-3.30942736520595,0.011,0.118,2.20150211617247e-26
"ATP6V1F",2.49262825528728e-30,-1.20772761080482,0.281,0.479,3.41839038930097e-26
"UNC93B1",3.31129166120003e-30,-2.34425504823794,0.027,0.152,4.54110538416973e-26
"VASP",3.50750888413157e-30,-1.19968085404987,0.183,0.381,4.81019768369804e-26
"QPCT",4.58244815578522e-30,-4.72422031544861,0.004,0.1,6.28436940084385e-26
"SLC16A3",8.98918267788186e-30,-2.97398639659388,0.019,0.134,1.23277651244472e-25
"LILRB1",9.73365782204985e-30,-3.49531483112892,0.012,0.118,1.33487383371592e-25
"PDLIM1",2.51194610528406e-29,-3.85518158464897,0.013,0.119,3.44488288878656e-25
"RHOA",3.01761538256938e-29,-0.848725228728547,0.499,0.646,4.13835773565565e-25
"CD300C",3.73383126632139e-29,-4.22712295775375,0.004,0.098,5.12057619863315e-25
"PFN1",5.26010030582885e-29,-0.479694171453112,0.953,0.936,7.21370155941369e-25
"SLC43A2",7.01580480205086e-29,-6.11409496852133,0.001,0.089,9.62147470553256e-25
"CD300A",1.87446519560644e-28,-1.91041909787496,0.06,0.205,2.57064156925467e-24
"ITGB2",2.66166267619541e-28,-1.01618904438335,0.393,0.561,3.65020419413438e-24
"NUDT16",3.55130125548358e-28,-2.6731865260951,0.024,0.139,4.87025454177019e-24
"RAB24",7.39153523678836e-28,-2.39276082876428,0.038,0.163,1.01367514237316e-23
"G0S2",8.29758908996664e-28,-3.90445884903785,0.019,0.126,1.13793136779802e-23
"OAS1",9.80384640196063e-28,-1.08576371837193,0.116,0.285,1.34449949556488e-23
"TNFRSF1B",1.06072603400738e-27,-1.71697764570288,0.072,0.224,1.45467968303772e-23
"LILRA2",1.06918637640354e-27,-4.35231821064718,0.004,0.091,1.46628219659982e-23
"PHACTR1",1.22908903190441e-27,-4.89954397273976,0.005,0.095,1.68557269835371e-23
"EIF4A1",2.16138400568624e-27,-0.731881460006405,0.653,0.722,2.96412202539811e-23
"PLAC8",2.31643394096227e-27,-1.16153534139863,0.383,0.545,3.17675750663565e-23
"H2AFY",2.61876424712584e-27,-1.5395763436317,0.214,0.394,3.59137328850838e-23
"CD36",3.57870910837931e-27,-3.43768898999176,0.011,0.108,4.90784167123138e-23
"IL8",3.98113682476743e-27,-3.83580659440425,0.025,0.134,5.45973104148605e-23
"KYNU",4.69912477398456e-27,-3.75156031459261,0.007,0.099,6.44437971504242e-23
"ATP5G2",4.95119376785204e-27,-0.541313340279961,0.81,0.838,6.79006713323229e-23
"GRINA",5.73814632855506e-27,-2.13283183773203,0.043,0.17,7.86929387498041e-23
"HNMT",6.39251199877915e-27,-4.03812054526587,0.006,0.095,8.76669095512573e-23
"RASSF4",7.50735931117273e-27,-3.60660647103368,0.006,0.096,1.02955925593423e-22
"LAMTOR4",7.54867406378623e-27,-0.864964044153506,0.447,0.605,1.03522516110764e-22
"TPPP3",9.07954604314077e-27,-4.40460747422967,0.004,0.09,1.24516894435633e-22
"CD83",1.05648041148012e-26,-2.69321491624526,0.024,0.134,1.44885723630384e-22
"MARCO",1.07807571148819e-26,-5.87864248556355,0.001,0.082,1.47847303073491e-22
"SYNGR2",1.17132776866347e-26,-1.75145805925759,0.069,0.213,1.60635890194509e-22
"ATOX1",1.27113598107172e-26,-1.60508015553849,0.055,0.19,1.74323588444176e-22
"TESC",1.60692095967448e-26,-2.5389221588768,0.028,0.141,2.20373140409759e-22
"TMSB10",3.02817804427497e-26,-0.290443606711138,0.997,0.989,4.15284336991869e-22
"CCDC50",3.39110120164297e-26,-3.2537044487239,0.011,0.106,4.65055618793317e-22
"SLC25A5",3.52861629217258e-26,-0.866609124653579,0.435,0.595,4.83914438308547e-22
"AOAH",3.60562482245721e-26,-1.67285961258744,0.062,0.2,4.94475388151782e-22
"SH3BGRL",7.04168634885392e-26,-0.849584730932024,0.362,0.536,9.65696865881827e-22
"FES",8.05355188753329e-26,-3.90170296559507,0.006,0.093,1.10446410585631e-21
"PGD",8.46910100426537e-26,-2.00076610463638,0.057,0.188,1.16145251172495e-21
"NBPF10",1.90185498478581e-25,-2.39475326638749,0.023,0.129,2.60820392613526e-21
"BLOC1S1",4.31334841232386e-25,-0.678319694867634,0.227,0.41,5.91532601266094e-21
"RXRA",4.80634571730969e-25,-3.28115884016715,0.013,0.106,6.5914225167185e-21
"FAM49A",5.11664064811699e-25,-3.20453782187997,0.009,0.098,7.01696098482764e-21
"C4orf48",5.15910158862467e-25,-1.56548115815185,0.09,0.239,7.07519191863987e-21
"CLEC12A",6.28895591356148e-25,-5.14801815697178,0.002,0.079,8.62467413985822e-21
"NCF4",7.40198999152494e-25,-2.87771386602809,0.018,0.116,1.01510890743773e-20
"CLTA",8.5211416311069e-25,-1.06118661597283,0.208,0.389,1.16858936329e-20
"PLD4",1.18953603568712e-24,-3.70979993540054,0.008,0.093,1.63132971934131e-20
"TCIRG1",1.36867004573302e-24,-1.81384691864583,0.042,0.162,1.87699410071826e-20
"HLA-DOB",1.43324123964148e-24,-4.10507372663109,0.008,0.092,1.96554703604432e-20
"GNAI2",2.15323295669688e-24,-1.13514752025586,0.153,0.319,2.9529436768141e-20
"GNG7",4.43083050910626e-24,-3.46880066517634,0.012,0.1,6.07644096018832e-20
"CXCL16",5.20970356724931e-24,-3.22048357111809,0.011,0.098,7.14458747212571e-20
"CASP1",5.27550703919258e-24,-1.18609608465027,0.194,0.361,7.23483035354871e-20
"ITGAM",5.33982690214413e-24,-4.00550618362875,0.006,0.086,7.32303861360046e-20
"EPSTI1",5.60830066062179e-24,-1.47084935801352,0.111,0.264,7.69122352597673e-20
"ZNF385A",5.99283741983462e-24,-3.1122251792014,0.01,0.096,8.2185772375612e-20
"LILRB3",6.00650843403944e-24,-3.97875063525778,0.006,0.086,8.23732566644169e-20
"HAVCR2",6.09570944968098e-24,-4.15991530207239,0.008,0.09,8.3596559392925e-20
"FCRLA",7.07369941880887e-24,-4.72801096407095,0.006,0.086,9.70087138295449e-20
"RETN",8.39530637583139e-24,-4.59065169034154,0.006,0.085,1.15133231638152e-19
"GSN",1.34891713455181e-23,-3.36849108488725,0.011,0.096,1.84990495832435e-19
"SULT1A1",1.89184253856858e-23,-2.69624454979458,0.018,0.112,2.59447285739296e-19
"SMIM14",2.05935367759738e-23,-2.26442555821949,0.048,0.165,2.82419763345705e-19
"ANXA5",2.17489167672081e-23,-1.14316220489166,0.232,0.395,2.98264644545492e-19
"MIR24-2",2.63388104441586e-23,-1.82656016652868,0.054,0.176,3.61210446431191e-19
"MT-ND1",2.68682604459039e-23,-0.400012644802249,0.944,0.949,3.68471323755126e-19
"C20orf27",3.29381738152426e-23,-1.8613059563731,0.068,0.199,4.51714115702237e-19
"SWAP70",3.63705829396672e-23,-3.36017305659029,0.012,0.098,4.98786174434595e-19
"CDKN1C",5.53788143696468e-23,-4.24289054005946,0.005,0.081,7.59465060265336e-19
"CXXC5",6.9881246552098e-23,-2.49541574633359,0.027,0.126,9.58351415215472e-19
"CDKN1A",7.19407290379302e-23,-2.34932806911746,0.025,0.124,9.86595158026174e-19
"UBE2E2",7.2405143274079e-23,-3.69193818131812,0.006,0.082,9.9296413486072e-19
"CATSPER1",7.79675003369909e-23,-5.47774413656171,0.002,0.073,1.06924629962149e-18
"RNF135",8.38186897861828e-23,-2.99684231287438,0.013,0.099,1.14948951172771e-18
"LAMTOR2",1.03481681949342e-22,-1.17017386754706,0.15,0.309,1.41914778625328e-18
"ALDOA",1.26821636192277e-22,-0.608145772647481,0.681,0.738,1.73923191874089e-18
"GSTO1",1.46993217927964e-22,-1.26091153340589,0.216,0.38,2.01586499066409e-18
"NOP10",1.61822080914658e-22,-1.10532560571338,0.217,0.386,2.21922801766362e-18
"CLEC4A",1.67120201677796e-22,-4.88497285305944,0.002,0.072,2.29188644580929e-18
"PAK1",2.91972321542851e-22,-2.86987253056802,0.013,0.099,4.00410841763866e-18
"POLD4",3.61445277015175e-22,-0.989038895565396,0.269,0.44,4.9568605289861e-18
"TSPAN13",4.48670534905986e-22,-4.15404648242574,0.01,0.089,6.1530677157007e-18
"TMEM205",5.24475796385177e-22,-1.47124685804167,0.057,0.177,7.19266107162631e-18
"PKIG",5.51066666312826e-22,-4.20183650470866,0.008,0.084,7.5573282618141e-18
"SPIB",6.26425140597604e-22,-4.15424193423203,0.006,0.081,8.59079437815554e-18
"MPP1",1.24142206816555e-21,-2.84047496617435,0.023,0.116,1.70248622428224e-17
"APOBEC3B",1.61485649374893e-21,-5.17116901271957,0.004,0.074,2.21461419552728e-17
"ATF3",1.68987634635175e-21,-2.50993805719723,0.018,0.107,2.31749642138679e-17
"LINC00877",2.08173314561539e-21,-3.93197066272492,0.004,0.074,2.85488883589695e-17
"NOTCH2NL",2.13247271549976e-21,-1.82835064403861,0.05,0.165,2.92447308203637e-17
"ARRB2",2.53083882390293e-21,-1.33118515893494,0.184,0.342,3.47079236310048e-17
"SLC2A6",3.02822089290995e-21,-3.22461605635647,0.011,0.089,4.1529021325367e-17
"NAGK",4.00288094718442e-21,-1.57638314375214,0.067,0.19,5.48955093096871e-17
"GLIPR1",4.53215331586164e-21,-1.08523405076414,0.137,0.289,6.21539505737265e-17
"CX3CR1",6.39038112386912e-21,-2.12650926085977,0.031,0.129,8.76376867327411e-17
"SOD2",7.02391148728177e-21,-1.49342078869728,0.137,0.278,9.63259221365822e-17
"CREG1",1.05253789333265e-20,-2.23373461578656,0.026,0.119,1.4434504669164e-16
"NRGN",1.18756961704401e-20,-5.84762911172606,0.002,0.066,1.62863297281416e-16
"HOTAIRM1",1.18912230628056e-20,-2.0755929307935,0.021,0.11,1.63076233083316e-16
"CTD-2006K23.1",1.24153903683744e-20,-4.95131609471475,0.002,0.066,1.70264663511886e-16
"SEC11A",1.24493641679104e-20,-0.960186908309335,0.254,0.418,1.70730580198723e-16
"PRDX5",1.36908689240297e-20,-0.797592426715541,0.279,0.442,1.87756576424144e-16
"KIAA0125",1.46130294857275e-20,-5.20427555128006,0.004,0.069,2.00403086367268e-16
"CLEC4E",1.56250233214494e-20,-8.79294562989732,0,0.059,2.14281569830357e-16
"NFE2",2.26311191210104e-20,-6.3619034469022,0.001,0.061,3.10363167625537e-16
"RGS19",2.32206087884404e-20,-0.766185609931371,0.196,0.356,3.18447428924672e-16
"REEP5",2.90205712150509e-20,-1.08095931792874,0.189,0.347,3.97988113643208e-16
"LACTB",3.18485854560328e-20,-1.94931231181529,0.031,0.127,4.36771500944034e-16
"TFEB",3.5280756719355e-20,-4.07771321789689,0.004,0.068,4.83840297649234e-16
"UBE2L6",4.33247211785268e-20,-1.09350966866461,0.27,0.434,5.94155226242316e-16
"POLE4",4.44186958946284e-20,-1.31772894009531,0.125,0.267,6.09157995498934e-16
"GAS7",5.54036676482034e-20,-3.61081136188147,0.006,0.075,7.59805898127462e-16
"PIK3AP1",7.23499300051467e-20,-2.47886630110514,0.016,0.097,9.92206940090582e-16
"CECR1",7.3054022800473e-20,-1.42238140707611,0.055,0.169,1.00186286868569e-15
"CAPNS1",8.4001709167618e-20,-1.39702411737533,0.073,0.195,1.15199943952471e-15
"NFKBIA",9.00152726267619e-20,-0.77542003553481,0.389,0.534,1.23446944880341e-15
"PLEKHO1",1.42734429930408e-19,-1.84303675363877,0.036,0.134,1.95745997206561e-15
"ANXA4",1.443667861843e-19,-1.56828070704648,0.05,0.157,1.9798461057315e-15
"C10orf54",1.4928108856065e-19,-0.95174611012206,0.31,0.445,2.04724084852076e-15
"RNH1",1.8067892512757e-19,-0.931593585985098,0.235,0.391,2.47783077919949e-15
"GLRX",1.81694866133557e-19,-0.94682630350404,0.305,0.457,2.4917633941556e-15
"ARHGAP24",1.95446690175897e-19,-5.22621462904082,0.004,0.066,2.68035590907225e-15
"SAT2",2.26479473540493e-19,-1.50084839118239,0.109,0.243,3.10593950013432e-15
"GLUL",2.28978636498142e-19,-1.67481023454618,0.069,0.183,3.14021302093553e-15
"PTPRE",2.31134723662049e-19,-1.90042731466877,0.042,0.142,3.16978160030135e-15
"TNFSF10",2.34087952386236e-19,-1.21340886704768,0.149,0.294,3.21028217902484e-15
"BLNK",2.62374435977749e-19,-3.91216874687917,0.009,0.077,3.59820301499885e-15
"FBP1",3.22610645176376e-19,-2.24623682401561,0.023,0.108,4.42428238794882e-15
"DDAH2",3.51282257812276e-19,-1.95193377820073,0.028,0.117,4.81748488363755e-15
"DYNLT1",3.56989808408379e-19,-0.804744810906237,0.127,0.267,4.89575823251251e-15
"CARS2",4.3557208295656e-19,-2.05916985390195,0.038,0.134,5.97343554566626e-15
"PLSCR1",5.38786811970165e-19,-1.41658340099087,0.084,0.206,7.38892233935885e-15
"RNPEP",5.40058191681071e-19,-1.7163715380561,0.045,0.148,7.40635804071421e-15
"PRKCD",6.68705730077578e-19,-2.50347838106175,0.018,0.097,9.17063038228391e-15
"NINJ1",7.78263957160241e-19,-1.36959688228163,0.096,0.223,1.06731119084956e-14
"CSF2RA",8.64183360724175e-19,-4.00545563299645,0.004,0.066,1.18514106089713e-14
"GLIPR2",9.32449125800034e-19,-1.05292528159545,0.156,0.303,1.27876073112217e-14
"LTA4H",9.70735217024539e-19,-1.36976998936892,0.105,0.231,1.33126627662745e-14
"GNG5",9.85640069374191e-19,-0.946299167430116,0.224,0.373,1.35170679113977e-14
"MAP3K8",1.12364916691942e-18,-2.96497884342925,0.021,0.101,1.54097246751329e-14
"ID1",1.15905097202875e-18,-2.44117731230944,0.023,0.106,1.58952250304022e-14
"PSMB3",1.25662582638718e-18,-0.790916932797372,0.31,0.466,1.72333665830738e-14
"PTPN18",1.29628851403302e-18,-1.37486428880541,0.086,0.207,1.77773006814488e-14
"AP2A1",1.34012672380681e-18,-1.93385350532149,0.028,0.117,1.83784978902866e-14
"CD72",1.40677581520447e-18,-3.61573015303658,0.013,0.084,1.92925235297141e-14
"TCF7L2",1.43698834696132e-18,-4.047209992846,0.004,0.065,1.97068581902275e-14
"AGPAT2",1.46868417857767e-18,-1.76771236459857,0.033,0.126,2.01415348250142e-14
"COX8A",2.05458635209935e-18,-0.723480344106963,0.313,0.473,2.81765972326904e-14
"PNOC",2.74328767880624e-18,-4.06463325403362,0.006,0.069,3.76214472271487e-14
"SKAP2",2.80101511114935e-18,-2.43570445940633,0.024,0.107,3.84131212343022e-14
"ATG3",3.00519042604669e-18,-0.8713585769297,0.147,0.288,4.12131815028043e-14
"JUND",3.53306190500764e-18,-1.57937329983508,0.098,0.218,4.84524109652748e-14
"NRG1",3.88603834554627e-18,-4.21622061528824,0.003,0.06,5.32931298708216e-14
"RELT",4.07765057209582e-18,-2.60813184032021,0.016,0.09,5.5920899945722e-14
"PYGL",4.37982472291762e-18,-3.20453385446199,0.009,0.074,6.00649162500922e-14
"MIDN",5.19041778275456e-18,-1.61008593779094,0.058,0.164,7.11813894726961e-14
"MARCKS",5.72179667661428e-18,-4.51546499988698,0.002,0.058,7.84687196230882e-14
"METTL7A",6.58846527850634e-18,-3.56415905989241,0.006,0.067,9.0354212829436e-14
"PFDN5",7.0707540344228e-18,-0.339993803116993,0.923,0.926,9.69683208280742e-14
"GRB2",7.27639671205129e-18,-1.3421506519811,0.124,0.254,9.97885045090713e-14
"LAPTM5",7.38617862871626e-18,-0.536751438308612,0.766,0.823,1.01294053714215e-13
"STAC3",8.82577224409729e-18,-4.06994679186658,0.004,0.061,1.2103664055555e-13
"CHMP4B",1.00539884643657e-17,-1.06936079067802,0.116,0.247,1.37880397800311e-13
"CEBPA",1.18096202579558e-17,-3.36245843753948,0.005,0.064,1.61957132217606e-13
"C11orf31",1.31819983117104e-17,-0.696514063886275,0.374,0.53,1.80777924846796e-13
"VMA21",1.40843418948005e-17,-1.52741861175381,0.043,0.138,1.93152664745294e-13
"FGD2",1.43605358682864e-17,-3.20960630532706,0.008,0.071,1.9694038889768e-13
"IFITM2",1.4427212213344e-17,-0.848323229950288,0.69,0.731,1.97854788293799e-13
"IMPDH1",1.59062894149084e-17,-1.57706765038271,0.042,0.136,2.18138853036054e-13
"COMT",1.62354130025609e-17,-1.29907284268884,0.1,0.222,2.2265245391712e-13
"CD19",1.69713797943182e-17,-4.07880316892729,0.006,0.067,2.3274550249928e-13
"SNX29P2",1.79474086796458e-17,-3.82604610166187,0.006,0.067,2.46130762632662e-13
"MGST1",2.06345108131509e-17,-4.77341951369284,0.003,0.058,2.82981681291552e-13
"TREX1",2.35439987840816e-17,-0.922180989793899,0.072,0.181,3.22882399324895e-13
"CD180",2.41086897931632e-17,-4.47939792070293,0.004,0.059,3.3062657182344e-13
"EMR2",2.52044792318698e-17,-3.05442400702463,0.009,0.073,3.45654228185862e-13
"GZMB",3.34204784215615e-17,-3.04591843461739,0.074,0.174,4.58328441073295e-13
"TNNI2",3.54617079951394e-17,-6.3621931766072,0.001,0.051,4.86321863445342e-13
"ENTPD1",3.55768938927204e-17,-2.59348707014329,0.013,0.081,4.87901522844768e-13
"CHST2",3.61052694612442e-17,-3.64427094220874,0.006,0.066,4.95147665391503e-13
"ZNF467",4.2802515445901e-17,-3.67167239833553,0.007,0.068,5.86993696825086e-13
"FCGR1B",4.45909611746204e-17,-8.29898479416112,0,0.049,6.11520441548744e-13
"MS4A4A",4.76685561353122e-17,-3.16387253454752,0.006,0.066,6.53726578839671e-13
"MIR142",5.02567370089245e-17,-1.0048317511302,0.109,0.235,6.89220891340391e-13
"TREM1",5.05655264147076e-17,-4.08338300845365,0.004,0.059,6.934556292513e-13
"MAPKAPK3",5.362068299177e-17,-1.21808022936106,0.068,0.178,7.35354046549134e-13
"TTYH3",7.59566088976533e-17,-3.34904879632591,0.005,0.062,1.04166893442242e-12
"RNASE2",8.20376920662464e-17,-8.04498552327734,0,0.048,1.1250649089965e-12
"ADAP2",8.69339568750413e-17,-3.13005199325455,0.006,0.064,1.19221228458432e-12
"CSTB",1.04010728491626e-16,-0.892657992989914,0.308,0.443,1.42640313053416e-12
"PLXNB2",1.10457285519475e-16,-2.60711328490202,0.009,0.072,1.51481121361408e-12
"WDR83OS",1.12044038675298e-16,-0.784160416974397,0.279,0.425,1.53657194639303e-12
"PID1",1.14530983186837e-16,-3.6433295917344,0.004,0.059,1.57067790342428e-12
"SLC15A3",1.15587914870998e-16,-4.62194065839158,0.002,0.054,1.58517266454087e-12
"TMEM176A",1.17952615850813e-16,-4.57468574587123,0.002,0.054,1.61760217377805e-12
"TCEB2",1.31438326135119e-16,-0.743563224690478,0.432,0.553,1.80254520461702e-12
"SERP1",1.35752071552883e-16,-0.471302757178211,0.498,0.618,1.86170390927624e-12
"EMP3",1.41358310150459e-16,-0.562689227552309,0.711,0.761,1.93858786540339e-12
"IGLL5",1.82841945053968e-16,-6.17797306963196,0.011,0.074,2.50749443447011e-12
"NAGA",2.17597420938831e-16,-2.3426404182727,0.016,0.086,2.98413103075513e-12
"STK17A",2.22044604925031e-16,0.551122805836342,0.395,0.231,3.04511971194188e-12
"DENND2D",2.22044604925031e-16,1.12469649617864,0.215,0.096,3.04511971194188e-12
"SOCS3",2.22044604925031e-16,1.30176104782906,0.23,0.112,3.04511971194188e-12
"SKAP1",2.22044604925031e-16,1.12375202424524,0.194,0.08,3.04511971194188e-12
"CD96",2.22044604925031e-16,1.56917196922412,0.166,0.062,3.04511971194188e-12
