"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SIN3B",3.08875283781586e-07,-1.85360355687239,0.01,0.041,0.00423591564178067
"WDR41",3.10334369595799e-07,-1.31561078393683,0.019,0.057,0.00425592554463678
"CTDNEP1",3.21597684446958e-07,-1.22833274549041,0.038,0.085,0.00441039064450558
"CHURC1",3.29782010144442e-07,0.648313350324319,0.23,0.153,0.00452263048712087
"ATP6V0A1",3.36812634746986e-07,-2.22856746860755,0.009,0.039,0.00461904847292016
"ALDH1A1",3.42629823138344e-07,-4.65881520104419,0.001,0.02,0.00469882539451925
"RP11-274B18.2",3.43172259100498e-07,-4.57761102898606,0.001,0.02,0.00470626436130422
"TLR7",3.4371552396429e-07,-4.5151967278032,0.001,0.02,0.00471371469564628
"CLEC4G",3.44259618947569e-07,-4.56494296969935,0.001,0.02,0.00472117641424696
"AP003774.6",3.45896896818415e-07,-4.19696992766425,0.001,0.02,0.00474363004296775
"TP53I3",3.47541689771529e-07,-4.13423065485664,0.001,0.02,0.00476618673352675
"G3BP2",3.47993851956829e-07,0.624483875147852,0.192,0.12,0.00477238768573596
"LITAF",3.61994065611881e-07,0.464015289905626,0.356,0.261,0.00496438661580134
"DDX24",3.62668660214283e-07,0.661454749881466,0.272,0.192,0.00497363800617867
"UBIAD1",3.74516752721377e-07,1.64176064240695,0.06,0.02,0.00513612274682096
"C7orf73",3.78835689494224e-07,-0.710056794168512,0.145,0.223,0.00519535264572379
"COX11",4.00192516236686e-07,0.839258779469171,0.146,0.082,0.00548824016766991
"RNF13",4.02159867455582e-07,-0.782659974598725,0.078,0.142,0.00551522042228585
"HSPB1",4.150810251069e-07,0.677764998029232,0.155,0.09,0.00569242117831603
"LEPROT",4.15431493479668e-07,-1.14132179198877,0.05,0.104,0.00569722750158017
"CNFN",4.18532241986906e-07,-4.30111148179733,0.001,0.022,0.00573975116660843
"ARHGEF10L",4.23544176519725e-07,-3.95309268609973,0.001,0.022,0.00580848483679151
"NUDT14",4.26655203701235e-07,-2.051424660142,0.009,0.037,0.00585114946355874
"SCARB2",4.30188971650163e-07,-1.98297403741436,0.011,0.042,0.00589961155721034
"TCEA2",4.32781226451439e-07,-0.961540285623222,0.034,0.079,0.00593516173955504
"RP4-539M6.22",4.35311398483407e-07,2.58496100731063,0.035,0.007,0.00596986051880144
"ACAA1",4.38053013512254e-07,-0.79647062286857,0.106,0.178,0.00600745902730705
"DPEP2",4.38409829449643e-07,-1.04141604584673,0.06,0.116,0.0060123524010724
"RSBN1",4.38461679630464e-07,1.15228402060276,0.1,0.048,0.00601306347445218
"CNTLN",4.4239331016122e-07,-6.48423352660888,0,0.018,0.00606698185555097
"YWHAQ",4.55192428416851e-07,0.544839540164131,0.329,0.244,0.00624250896330869
"ACRBP",4.78049551419817e-07,-5.29893839448811,0.002,0.024,0.00655597154817137
"GLT1D1",4.87583316041654e-07,-3.45619346569186,0.002,0.024,0.00668671759619524
"PHC2",4.9291416863755e-07,-2.41694022791047,0.005,0.03,0.00675982490869537
"PF4",4.95271284577385e-07,-5.78524959790647,0.004,0.029,0.00679215039669426
"CEACAM3",4.96600102072175e-07,-3.22692243196012,0.002,0.024,0.00681037379981781
"MRPS31",5.03680814167851e-07,1.17422980982487,0.107,0.054,0.0069074786854979
"IL10RB",5.06113026205973e-07,-0.719207211477789,0.078,0.141,0.00694083404138871
"HBEGF",5.12427811736326e-07,-3.52803072504286,0.003,0.025,0.00702743501015197
"MRPL28",5.21208678403007e-07,-1.17529326913288,0.077,0.136,0.00714785581561883
"SIGLEC14",5.23527971295758e-07,-3.0716399718113,0.004,0.027,0.00717966259835002
"RP11-295G20.2",5.24882553267765e-07,-2.94531092982354,0.004,0.027,0.00719823933551412
"DOCK5",5.26240514525691e-07,-2.81820323402476,0.004,0.027,0.00721686241620533
"HRH2",5.33838914616095e-07,-1.53126562267934,0.015,0.049,0.00732106687504513
"KDSR",5.34376913829959e-07,1.52061914744996,0.07,0.028,0.00732844499626406
"PPP1R9B",5.39472211553154e-07,-1.31148055241737,0.018,0.054,0.00739832190923995
"TTC7A",5.42752564740996e-07,-1.80356175806646,0.017,0.052,0.00744330867285801
"RPA2",5.53526504187829e-07,0.800254260415388,0.217,0.142,0.00759106247843189
"PTP4A2",5.58371109658753e-07,-0.416220333834692,0.196,0.284,0.00765750139786014
"APBB3",5.70352478750357e-07,-1.6753112838042,0.014,0.047,0.0078218138935824
"TMIGD2",5.86282404624328e-07,1.08895041209497,0.079,0.033,0.00804027689701803
"SNORD3B-2",5.91452036461754e-07,-2.29501499420123,0.007,0.034,0.0081111732280365
"PERP",6.02928765580657e-07,2.82067272266559,0.035,0.007,0.00826856509117313
"CPNE5",6.18110270040971e-07,-4.93678464425448,0.001,0.02,0.00847676424334188
"PAG1",6.20495909542385e-07,1.17768462860034,0.11,0.057,0.00850948090346426
"STK32C",6.21437656628738e-07,-0.881657191184085,0.011,0.042,0.00852239602300651
"HCLS1",6.21741191864552e-07,-0.371412983333152,0.343,0.438,0.00852655870523046
"CTDSPL",6.2894078245712e-07,-4.54017119616653,0.001,0.02,0.00862529389061694
"FAM192A",6.42444432852679e-07,-0.873285693641488,0.062,0.118,0.00881048295214164
"BCAS2",6.73237779746927e-07,0.706946431110173,0.194,0.125,0.00923278291144936
"EML4",6.9560874504937e-07,0.926660082913524,0.12,0.064,0.00953957832960706
"RAB20",7.01403260647821e-07,-1.95987847528314,0.006,0.033,0.00961904431652422
"TACC1",7.02950173757821e-07,-0.560218399171017,0.05,0.101,0.00964025868291476
"WNT7A",7.06173975073554e-07,6.66862112245592,0.02,0,0.00968446989415872
"TMEM208",7.14337600275471e-07,-1.12429230050765,0.097,0.162,0.00979642585017781
"CAST",7.1683498209527e-07,-0.748666540331052,0.13,0.203,0.00983067494445453
"ETV6",7.39897592276086e-07,-1.77206169667073,0.015,0.048,0.0101469555804742
"ZNF593",7.57080857099896e-07,-0.380123979466148,0.04,0.087,0.010382606874268
"ASRGL1",7.60910618516101e-07,-2.33603232117738,0.006,0.031,0.0104351282223298
"PCDH9",7.66230072288284e-07,-4.10710684803101,0.001,0.021,0.0105080792113615
"TOPORS-AS1",7.68096374281768e-07,0.99943882514207,0.094,0.045,0.0105336736769002
"C12orf65",7.89851600346836e-07,1.09049616637142,0.079,0.034,0.0108320248471565
"C12orf29",7.91119023402231e-07,1.48280092881273,0.048,0.014,0.0108494062869382
"PEPD",8.29238447317713e-07,-0.847122965561986,0.086,0.148,0.0113721760665151
"IFNGR1",8.57252584390008e-07,-0.814295695760164,0.066,0.123,0.0117563619423246
"METTL12",8.5918600145618e-07,1.31967840151158,0.066,0.025,0.0117828768239701
"WDR11",8.68240426650933e-07,-1.48736991268743,0.013,0.046,0.0119070492110909
"CES1",8.74664829376482e-07,-3.34828653558352,0.002,0.023,0.0119951534700691
"HSD17B8",8.83069796397962e-07,1.40091856143408,0.067,0.026,0.0121104191878016
"STAB1",8.85149791859437e-07,-3.24613938800253,0.002,0.023,0.0121389442455603
"DEF8",8.91175271316666e-07,-1.31507946659344,0.035,0.078,0.0122215776708368
"LRRK2",8.96922094287238e-07,-2.92178314745603,0.004,0.028,0.0123003896010552
"HEXA",9.33423491360491e-07,-0.856383157851576,0.071,0.129,0.0128009697605178
"RASGRP1",9.56873691615456e-07,1.53498050480609,0.049,0.015,0.0131225658068144
"MRPS11",9.57031837570015e-07,-0.741787630042594,0.078,0.139,0.0131247346204352
"MDS2",9.6537489446824e-07,2.32344473282449,0.033,0.006,0.0132391513027375
"BATF",9.75208283460205e-07,0.764305968295871,0.106,0.053,0.0133740063993733
"FUCA2",9.87099959290324e-07,-1.25427272786961,0.023,0.062,0.0135370888417075
"BCL7A",9.88642200478806e-07,-3.02447560628527,0.006,0.032,0.0135582391373663
"SH3GLB1",1.01009107930698e-06,-0.320157089077427,0.11,0.178,0.0138523890616159
"XCL1",1.05036832522321e-06,-2.07471262730949,0.017,0.051,0.0144047512121111
"CDC14A",1.06234363261848e-06,1.97863591827734,0.05,0.015,0.0145689805777298
"BTN2A2",1.08526204868612e-06,-2.47073113966109,0.006,0.032,0.0148832837356815
"AC093673.5",1.1085695618388e-06,-1.31750614111183,0.017,0.051,0.0152029229710573
"CCR1",1.11988337709264e-06,-1.4977271853068,0.007,0.033,0.0153580806334485
"CMKLR1",1.12245369642312e-06,-5.42623701373746,0.001,0.019,0.0153933299927467
"SLFN5",1.12444856048555e-06,0.562389466142786,0.113,0.06,0.0154206875584988
"DAB2",1.16021832737013e-06,-3.68337574398127,0.001,0.019,0.015911234141554
"MEF2BNB",1.16572978301904e-06,-1.23250983237117,0.027,0.067,0.0159868182443231
"TMEM187",1.1678199201004e-06,1.93396364507282,0.035,0.007,0.0160154823842569
"ATM",1.16835071861665e-06,0.632268964316597,0.177,0.11,0.0160227617551087
"NQO2",1.17431667898238e-06,-0.800509747448481,0.061,0.116,0.0161045789355643
"OLFM2",1.17879526939646e-06,4.57229594090948,0.021,0.001,0.016165998324503
"C3AR1",1.1790604522597e-06,-1.46233331296348,0.011,0.04,0.0161696350422895
"CD38",1.1799736239371e-06,-1.88801722425863,0.017,0.051,0.0161821582786734
"AAMP",1.1952359048566e-06,-0.893193675575208,0.088,0.151,0.0163914651992034
"GPR155",1.22709124350528e-06,1.62378335799377,0.061,0.023,0.0168283293134315
"RCC2",1.23791134687893e-06,-1.49757474948909,0.016,0.05,0.0169767162110976
"KIF2A",1.24320831673685e-06,1.41650235511891,0.066,0.026,0.0170493588557292
"EEPD1",1.24472325468972e-06,2.03018710806345,0.038,0.009,0.0170701347148148
"IDH3G",1.25130972759979e-06,-0.900796199927117,0.162,0.243,0.0171604616043035
"DDIT4",1.28291645484779e-06,0.526357354269625,0.259,0.179,0.0175939162617826
"PRSS23",1.33054358243687e-06,-1.59933291752087,0.021,0.057,0.0182470746895392
"PCNP",1.34434951459816e-06,0.667840913933457,0.292,0.217,0.0184364092431992
"KDM4B",1.3514716754953e-06,-1.86698313214428,0.014,0.046,0.0185340825577426
"EIF2AK4",1.36035395407256e-06,-2.26289779180488,0.015,0.047,0.0186558941261511
"PPBP",1.37325522748101e-06,-5.32612719961896,0.014,0.046,0.0188328221896745
"MMP17",1.41479971544293e-06,-3.76814649764262,0.001,0.02,0.0194025632975844
"MX1",1.41510575670075e-06,-0.5814565001402,0.181,0.261,0.019406760347394
"UBAC2",1.43357854609505e-06,0.913714283932107,0.164,0.1,0.0196600961811475
"C14orf2",1.43414260163422e-06,-0.744963574078411,0.135,0.208,0.0196678316388118
"MT-ND2",1.45370376536391e-06,0.299003234702662,0.918,0.865,0.0199360934382007
"IFT20",1.4558210770953e-06,-0.398396512510311,0.086,0.148,0.0199651302512849
"RAB1B",1.46277921410342e-06,-1.161965448062,0.042,0.089,0.0200605541422143
"RNF144B",1.46376013766381e-06,-1.96558406734586,0.008,0.034,0.0200740065279215
"FUCA1",1.48693905475765e-06,-1.5126844811877,0.021,0.056,0.0203918821969464
"MAP1LC3B",1.4919686889327e-06,-0.549445765618101,0.214,0.295,0.0204608586000231
"LPCAT1",1.49867707329275e-06,-1.03754725817067,0.034,0.077,0.0205528573831368
"PLEKHM2",1.52350809657006e-06,-2.14890733413387,0.005,0.029,0.0208933900363619
"POLR1E",1.5246829223603e-06,1.65293869140589,0.044,0.012,0.0209095015972491
"TFE3",1.54344335101858e-06,-2.19163722008557,0.005,0.029,0.0211667821158689
"CTD-2267D19.2",1.55041478997691e-06,-2.84786867566067,0.004,0.027,0.0212623884297434
"MIR4435-1HG",1.56167288400452e-06,-0.804134747916933,0.042,0.089,0.021416781931238
"BNIP3",1.56373737580928e-06,1.6253932073409,0.052,0.017,0.0214450943718485
"YEATS4",1.56393259809207e-06,1.14572140465327,0.09,0.043,0.0214477716502346
"PTK2B",1.56586712161673e-06,-0.859088482984773,0.067,0.122,0.0214743017058519
"ICAM1",1.57723001866559e-06,-2.6485803596643,0.004,0.027,0.0216301324759798
"OGFR",1.58733162531881e-06,-0.801514859581723,0.078,0.137,0.0217686659096222
"RP11-936I5.1",1.5903093821823e-06,2.04514345681591,0.033,0.007,0.021809502867248
"TPTEP1",1.60252866617166e-06,-2.77896569752212,0.004,0.027,0.0219770781278782
"SESTD1",1.64090292446841e-06,-2.04424578966813,0.009,0.037,0.0225033427061598
"ARID3A",1.65842792784013e-06,-2.66546693054444,0.004,0.025,0.0227436806023996
"NDUFB1",1.68199153110631e-06,-0.641628926073794,0.145,0.218,0.023066831857592
"PCTP",1.70480652873851e-06,-1.91938975411898,0.009,0.037,0.0233797167351199
"WDR13",1.72002563128519e-06,-0.785615036264943,0.047,0.096,0.0235884315074451
"CHAF1A",1.74519959650977e-06,-2.19120544715489,0.007,0.033,0.0239336672665349
"C16orf74",1.80280514536956e-06,-1.83731495703581,0.03,0.069,0.0247236697635982
"PCBP4",1.82215455213353e-06,2.98919230655505,0.023,0.002,0.0249890275279592
"ETFA",1.82770255798101e-06,-0.791743187367053,0.103,0.169,0.0250651128801516
"LPIN2",1.83364960726351e-06,1.22518373443509,0.066,0.026,0.0251466707140118
"NSMF",1.83592943717932e-06,-1.63401927481542,0.007,0.033,0.0251779363014772
"CD44",1.84647457790454e-06,0.41090758485839,0.505,0.412,0.0253225523613829
"SAMD4A",1.92643011541616e-06,-2.36433042575098,0.006,0.031,0.0264190626028172
"DYNLT3",1.92970168289008e-06,0.841954991749679,0.118,0.064,0.0264639288791546
"TPP1",1.94972882474516e-06,-0.68361758989268,0.069,0.125,0.0267385811025551
"RNF157",1.95764874244553e-06,2.47948215287577,0.03,0.005,0.026847194853898
"EIF4B",2.00102687641923e-06,0.551324460099033,0.274,0.2,0.0274420825832133
"MATR3",2.02132370996644e-06,0.662113298971388,0.223,0.153,0.0277204333584797
"PLCG1",2.04763762834403e-06,1.80134463231115,0.042,0.011,0.0280813024351101
"KCNG1",2.06478329433588e-06,-5.99615170160686,0.001,0.018,0.0283164380985223
"MARC1",2.07781358700486e-06,-4.74761064004428,0.001,0.018,0.0284951355321847
"KIF13A",2.0975072236235e-06,-4.38796661144137,0.001,0.018,0.0287652140647727
"MRAS",2.10742114913696e-06,-4.14160116300162,0.001,0.018,0.0289011736392642
"WDFY4",2.1114005593758e-06,-2.7320407228933,0.006,0.029,0.0289557472712798
"CTC-378H22.1",2.17740427288733e-06,-2.79195367477187,0.006,0.029,0.0298609221983768
"FERMT3",2.20556844957059e-06,-0.482268972523812,0.15,0.223,0.0302471657174111
"TMEM91",2.21839018295831e-06,-0.972518770121885,0.016,0.047,0.0304230029690902
"RHNO1",2.22213722378406e-06,1.48031409801517,0.068,0.029,0.0304743898869746
"KIAA1430",2.28482866848623e-06,1.65692977658843,0.062,0.024,0.0313341403596201
"CNDP2",2.31512765999872e-06,-0.875929647593572,0.074,0.131,0.0317496607292224
"SSBP1",2.35877634957582e-06,0.518001828903042,0.277,0.2,0.0323482588580828
"CD2BP2",2.36630485370795e-06,-0.796921713779431,0.079,0.137,0.0324515047637508
"SNX29",2.42490572679374e-06,-1.87762850286275,0.016,0.048,0.0332551571372494
"DECR1",2.46957781607761e-06,-0.692777627843876,0.152,0.226,0.0338677901696883
"WAS",2.48066005939087e-06,-0.509208694825837,0.184,0.265,0.0340197720544864
"FASLG",2.48087963295648e-06,-3.28318648415263,0.004,0.026,0.0340227832863651
"RP11-102N12.3",2.50612540177403e-06,-4.55766153337869,0.001,0.02,0.034369003759929
"MIF",2.51853949917447e-06,0.381493171804018,0.451,0.373,0.0345392506916786
"NEXN",2.55442201653139e-06,-3.92957849386136,0.001,0.02,0.0350313435347115
"CEACAM4",2.59217989612662e-06,-4.80630975126455,0.001,0.02,0.0355491550954805
"MYO1G",2.62443850961188e-06,-0.609046147560422,0.197,0.278,0.0359915497208173
"TRAF1",2.64650929571175e-06,2.10387693341143,0.043,0.012,0.036294228481391
"C14orf1",2.66530327364123e-06,0.565901845284768,0.124,0.068,0.0365519690947158
"SAMD9L",2.67957673405728e-06,-1.0878253517442,0.072,0.128,0.0367477153308616
"CASP5",2.7302446894711e-06,-6.25780652657745,0,0.015,0.0374425756714067
"SYT17",2.7302446894711e-06,-6.42194009052833,0,0.015,0.0374425756714067
"EIF3E",2.74926871113301e-06,0.469988360487073,0.41,0.336,0.0377034711044781
"ARL4A",2.75544077182204e-06,-0.889650268257029,0.124,0.189,0.0377881147447675
"BLOC1S2",2.758528839307e-06,-0.743151053803975,0.132,0.197,0.0378304645022562
"MYO15B",2.84978358824711e-06,-2.06479234745639,0.007,0.032,0.0390819321292208
"PLOD1",2.8635458560953e-06,-2.95506730816105,0.002,0.021,0.0392706678704909
"RHOQ",2.89418589252256e-06,-2.90141733759159,0.004,0.024,0.0396908653300544
"SEPT9",2.94315981430593e-06,0.416780358043669,0.373,0.298,0.0403624936933915
"SDSL",2.94942219734366e-06,-2.59499740996548,0.004,0.024,0.0404483760143709
"FBLN7",2.9604559814711e-06,3.43924282416034,0.026,0.003,0.0405996933298947
"NT5DC1",2.98406687182506e-06,0.897940764786027,0.104,0.055,0.0409234930802089
"DNAJC19",2.99729049024755e-06,0.481095431810207,0.18,0.115,0.0411048417832549
"AMICA1",3.02113176386745e-06,-0.51147045193775,0.226,0.306,0.0414318010096781
"CDKN1B",3.09896085814998e-06,0.794439113964746,0.147,0.089,0.0424991492086688
"IGFLR1",3.11846483137112e-06,-0.864678119684916,0.054,0.104,0.0427666266974236
"UBE2Q2",3.14115568000872e-06,1.18997744729188,0.084,0.04,0.0430778089956396
"TMC8",3.18839704394058e-06,0.546342946093502,0.164,0.104,0.0437256770606012
"GCSAM",3.19083940025777e-06,1.49977740797902,0.052,0.018,0.0437591715351351
"GLOD4",3.22132442920342e-06,0.809097748299135,0.163,0.103,0.0441772432220957
"RRP7A",3.22874352015859e-06,-0.899138492194483,0.077,0.133,0.044278988635455
"CCDC23",3.270297290934e-06,-0.851058997521831,0.094,0.153,0.0448488570478689
"RTN4",3.3463794948655e-06,-0.536331953115302,0.205,0.286,0.0458922483925854
"ZNF428",3.44197219104281e-06,0.81616589945147,0.186,0.121,0.0472032066279611
"RARA",3.47568284856018e-06,-1.95430292547439,0.023,0.058,0.0476655145851543
"MIAT",3.49907414132211e-06,1.81394627209597,0.054,0.02,0.0479863027740914
"SEPT6",3.58317227378002e-06,0.35200435341645,0.242,0.169,0.0491396245626192
"OS9",3.6341860625662e-06,-0.576152267912309,0.106,0.172,0.0498392276620329
"RWDD1",3.67673420753611e-06,0.597844046594097,0.291,0.218,0.0504227329221503
"ZBTB7A",3.78954607672471e-06,-0.776769306380075,0.053,0.102,0.0519698348962027
"PTGES3",3.79407924544495e-06,0.337678782460313,0.449,0.362,0.052032002772032
"PRKCDBP",3.86554778783338e-06,-4.019011042317,0.001,0.017,0.053012122362347
"COL9A2",3.87161229009305e-06,-3.80909350124065,0.001,0.017,0.053095290946336
"SERPINF1",3.87161229009305e-06,-3.78685631827353,0.001,0.017,0.053095290946336
"HERC6",3.8752617201876e-06,1.49630006900309,0.05,0.017,0.0531453392306527
"FAM127A",3.89488240162893e-06,-1.24019417374062,0.029,0.068,0.0534144172559391
"NCK2",3.94502535350227e-06,1.21433048390004,0.067,0.028,0.0541020776979302
"AP5B1",3.96558429253275e-06,-2.16472466522034,0.008,0.033,0.0543840229877942
"SMARCB1",3.97529369645724e-06,-0.887723909906974,0.099,0.16,0.0545171777532145
"TMEM127",4.06398035566937e-06,-1.35679675868328,0.021,0.055,0.0557334265976498
"RP5-1073O3.7",4.2423746218212e-06,2.20921142983409,0.038,0.01,0.0581799255636559
"SH3TC1",4.27386585451441e-06,-1.855847370681,0.008,0.033,0.0586117963288107
"FBXO32",4.27708782368974e-06,1.66762538721229,0.045,0.014,0.0586559824140811
"OXA1L",4.28918774286941e-06,-0.503924318195752,0.169,0.244,0.0588219207057111
"ATP5I",4.38613076100276e-06,-0.557316682804261,0.253,0.331,0.0601513972563918
"GLT8D1",4.43152404216995e-06,1.17989205209462,0.071,0.031,0.0607739207143188
"RP11-802E16.3",4.51780458213925e-06,-2.15529619789769,0.005,0.027,0.0619571720394577
"HM13",4.529808057934e-06,-0.522087108399254,0.111,0.177,0.0621217877065069
"LY96",4.55083467921415e-06,-4.07710611252163,0.001,0.019,0.0624101467907429
"SPCS1",4.56099005452515e-06,0.357383597935268,0.432,0.348,0.0625494176077579
"IQSEC2",4.60434133124355e-06,-3.91919870522487,0.001,0.019,0.063143937016674
"RNASE4",4.7269421254769e-06,-3.1834828380015,0.001,0.019,0.0648252843087902
"RP11-22N19.2",4.7764833847507e-06,-2.55314809383432,0.004,0.025,0.0655046931384711
"DOPEY2",4.79501232678095e-06,-1.84871484298125,0.012,0.04,0.065758799049474
"ZFAND5",4.79532512500608e-06,-0.595908958804082,0.142,0.214,0.0657630887643334
"RNF167",4.91015716752585e-06,0.553673551824411,0.203,0.135,0.0673378953954495
"NACC2",5.00541840890746e-06,-2.30378214206291,0.004,0.025,0.0686443080597569
"AL928768.3",5.01484299964304e-06,-8.41179498330017,0,0.015,0.0687735568971047
"GPR42",5.01484299964304e-06,-6.32188083286287,0,0.015,0.0687735568971047
"RP11-138A9.1",5.03160985676487e-06,1.50303359758389,0.042,0.012,0.0690034975756735
"ADAMTSL4",5.11752007492022e-06,-3.38111389467122,0.002,0.02,0.0701816703074559
"KIAA0513",5.18690494999499e-06,-1.80875160842255,0.007,0.031,0.0711332144842313
"BMF",5.18947465579418e-06,-2.49562767701865,0.004,0.024,0.0711684554295614
"LPCAT2",5.2312919995565e-06,-2.77323435971789,0.002,0.02,0.0717419384819178
"FIS1",5.26559997492525e-06,-0.464193040623968,0.293,0.377,0.0722124380561249
"TOR2A",5.3177899373058e-06,-0.716428857769851,0.045,0.09,0.0729281712002118
"GNB4",5.3293474104203e-06,-2.61207298209244,0.003,0.022,0.073086670386504
"PRDX6",5.35267140852491e-06,-0.595570040187032,0.249,0.33,0.0734065356965106
"SFI1",5.3898434075883e-06,1.25215177667451,0.076,0.035,0.073916312491666
"MXD1",5.43211169970121e-06,-1.59160611276844,0.017,0.048,0.0744959798497024
"LAPTM4A",5.47363107079289e-06,-0.698764074808316,0.19,0.264,0.0750653765048537
"PDCD4",5.56173976851149e-06,0.47713515398647,0.213,0.148,0.0762736991853665
"RNF34",5.63199748815357e-06,1.10921776340397,0.076,0.035,0.0772372135525381
"CAP1",5.64344327975511e-06,-0.44222146364358,0.379,0.454,0.0773941811385616
"SCLT1",5.734582970149e-06,-1.29545520965284,0.023,0.057,0.0786440708526234
"MAST4",5.74050339885446e-06,2.38375822294085,0.033,0.007,0.07872526361189
"PDE4A",5.74510260411764e-06,-1.95539475510221,0.006,0.029,0.0787883371128693
"ACTN1",5.78223549596579e-06,0.460791595954456,0.096,0.049,0.0792975775916749
"UTRN",5.8017269729232e-06,-0.79360299392193,0.063,0.115,0.0795648837066688
"RP11-796E2.4",5.86674795766129e-06,0.697052828748948,0.155,0.096,0.0804565814913669
"DSTN",5.97116087264205e-06,0.531983640140633,0.231,0.161,0.081888500207413
"PDCD5",5.98169545074079e-06,0.627870296935845,0.216,0.152,0.0820329714114592
"SUN2",6.05774392958836e-06,0.580892061160445,0.283,0.214,0.0830759002503747
"IFRD1",6.07751574377424e-06,0.60141171100139,0.174,0.112,0.08334705091012
"RAB7A",6.2795090924259e-06,-0.624384931756434,0.277,0.355,0.0861171876935288
"UBL3",6.33661337201552e-06,0.851274365227813,0.104,0.056,0.0869003157838208
"TOMM20",6.34749986616612e-06,0.416296975879708,0.305,0.231,0.0870496131646021
"MRPL54",6.37270105565713e-06,-0.479536180484197,0.191,0.267,0.0873952222772818
"FCER1A",6.39320085669203e-06,-3.39738703727283,0.009,0.034,0.0876763565486746
"PLEKHO2",6.41733270510205e-06,-1.29545935450345,0.016,0.046,0.0880073007177695
"CCNL1",6.41892105046615e-06,0.565323216593543,0.299,0.228,0.0880290832860928
"C1orf21",6.41903822846089e-06,-1.63705547864269,0.018,0.05,0.0880306902651126
"RRP12",6.45008241647488e-06,-1.71584821048761,0.013,0.041,0.0884564302595365
"TEN1",6.59893378503193e-06,-1.12568066559554,0.047,0.093,0.0904977779279278
"DNTTIP1",6.65440924914232e-06,-1.55658628157084,0.048,0.094,0.0912585684427378
"TOLLIP",6.71852992970536e-06,-0.917814566219927,0.05,0.096,0.0921379194559793
"GS1-251I9.4",6.82239813376562e-06,0.857674022082126,0.089,0.045,0.0935623680064617
"ANKRD13D",6.84274351461983e-06,-0.817407323520483,0.045,0.089,0.0938413845594964
"STAP1",6.84597418366581e-06,-3.01282342669241,0.005,0.026,0.0938856899547929
"SNX5",6.90921698726392e-06,-0.845407583561677,0.08,0.137,0.0947530017633374
"IK",6.92993236683925e-06,0.597980924672969,0.264,0.199,0.0950370924788335
"TAGLN2",6.96331273436528e-06,-0.533153858439432,0.48,0.549,0.0954948708390855
"KIAA1598",7.00501911010189e-06,-4.38324992085017,0.001,0.016,0.0960668320759373
"MFSD7",7.09320650156634e-06,-3.5712887199451,0.001,0.016,0.0972762339624808
"ANKRD55",7.09655611252913e-06,6.40651255704941,0.016,0,0.0973221705272245
"RIPK2",7.48131013310789e-06,-0.859705123559764,0.047,0.092,0.102598687165442
"APBB1",7.48296210595356e-06,1.45124621817038,0.049,0.017,0.102621342321047
"AAED1",7.58953908794811e-06,-1.08123629509575,0.033,0.071,0.10408293905212
"RBM47",7.81360120645264e-06,-2.06372492704071,0.005,0.026,0.107155726945292
"ACSL6",7.95697051581001e-06,2.68552905684032,0.032,0.007,0.109121893653819
"LPIN1",7.95889512783532e-06,1.40521221871707,0.078,0.037,0.109148287783134
"OPN3",7.97031786322705e-06,-1.39622023119168,0.026,0.06,0.109304939176296
"PHLDA1",8.06642680784009e-06,2.73295001772525,0.032,0.007,0.110622977242719
"AKIRIN1",8.35607147164907e-06,0.722866837272534,0.152,0.096,0.114595164162195
"CD101",8.38256521925042e-06,-3.81356883040784,0.001,0.018,0.1149584994168
"MAPK1",8.40102877542591e-06,-0.72588947002918,0.072,0.125,0.115211708626191
"PAWR",8.41917016554319e-06,-3.72160144164652,0.001,0.018,0.115460499650259
"CDC42EP4",8.59202271170718e-06,-3.10421991392353,0.001,0.018,0.117830999468352
"TPM3",8.80621114441442e-06,-0.493779384863583,0.444,0.511,0.120768379634499
"LRMP",8.88211360535841e-06,-1.20634875399326,0.034,0.073,0.121809305983885
"SLC25A37",8.88507867778009e-06,-1.48955130439723,0.019,0.051,0.121849968987076
"PCID2",9.05848430887701e-06,0.984120021620765,0.12,0.07,0.124228053811939
"RILPL2",9.15301510210817e-06,-0.815020821444984,0.157,0.231,0.125524449110311
"FMNL1",9.20598878205622e-06,-0.283897967527031,0.186,0.263,0.126250930157119
"LYSMD2",9.21285305157763e-06,-0.600930304647248,0.164,0.239,0.126345066749336
"E2F5",9.21924014595958e-06,-6.64908889622178,0,0.014,0.12643265936169
"LIN7A",9.21924014595958e-06,-6.64507349938691,0,0.014,0.12643265936169
"TMEM150B",9.21924014595958e-06,-6.44877256136077,0,0.014,0.12643265936169
"GM2A",9.32686925220969e-06,-1.96954652539292,0.01,0.035,0.127908684924804
"AIM2",9.34890621890184e-06,-0.343405935923655,0.01,0.035,0.12821089988602
"DEGS1",9.43306090728235e-06,0.822546577245323,0.162,0.104,0.12936499728247
"ZNF140",9.60157278617757e-06,1.86112623767694,0.035,0.009,0.131675969189639
"CSGALNACT1",9.73611241406047e-06,1.72550431971458,0.039,0.011,0.133521045646425
"NINJ2",9.79349725893958e-06,-1.30057259668385,0.016,0.045,0.134308021409097
"DPYSL2",9.85266153413411e-06,-1.70486911405301,0.009,0.033,0.135119400279115
"DLGAP1-AS1",9.99490147624016e-06,1.74885462034919,0.038,0.011,0.137070078845158
